Horizon,Case,SolverStep,Stage,ActionsDifferent,ImmediateGain,GreedyFinalError,LongFinalError,TrajectoryGain
5,896,1,Early,False,0.0,0.1258206069469452,0.1258206069469452,0.0
5,896,2,Early,False,0.0,0.1258206069469452,0.1258206069469452,0.0
5,896,3,Early,False,0.0,0.1258206069469452,0.1258206069469452,0.0
5,896,4,Early,False,0.0,0.1258206069469452,0.1258206069469452,0.0
5,818,0,Early,False,0.0,0.13718746602535248,0.13718746602535248,0.0
5,818,1,Early,False,0.0,0.13718746602535248,0.13718746602535248,0.0
5,818,2,Early,False,0.0,0.13718746602535248,0.13718746602535248,0.0
5,818,3,Early,False,0.0,0.13718746602535248,0.13718746602535248,0.0
5,818,4,Early,False,0.0,0.13718746602535248,0.13718746602535248,0.0
5,940,0,Early,False,0.0,0.12603576481342316,0.12603576481342316,0.0
5,940,1,Early,False,0.0,0.12603576481342316,0.12603576481342316,0.0
5,940,2,Early,False,0.0,0.12603576481342316,0.12603576481342316,0.0
5,940,3,Early,False,0.0,0.12603576481342316,0.12603576481342316,0.0
5,940,4,Early,False,0.0,0.12603576481342316,0.12603576481342316,0.0
5,958,0,Early,False,0.0,0.14176572859287262,0.14054296910762787,0.001222759485244751
5,958,1,Early,True,-0.00976176280528307,0.14176572859287262,0.14054296910762787,0.001222759485244751
5,958,2,Early,True,-0.0006050379015505314,0.14176572859287262,0.14054296910762787,0.001222759485244751
5,958,3,Early,False,0.0,0.14176572859287262,0.14054296910762787,0.001222759485244751
5,958,4,Early,False,0.0,0.14176572859287262,0.14054296910762787,0.001222759485244751
5,943,0,Early,True,-0.0048796446062624454,0.13292431831359863,0.13201473653316498,0.0009095817804336548
5,943,1,Early,True,-0.0045203156769275665,0.13292431831359863,0.13201473653316498,0.0009095817804336548
5,943,2,Early,False,0.0,0.13292431831359863,0.13201473653316498,0.0009095817804336548
5,943,3,Early,False,0.0,0.13292431831359863,0.13201473653316498,0.0009095817804336548
5,943,4,Early,False,0.0,0.13292431831359863,0.13201473653316498,0.0009095817804336548
5,941,0,Early,True,-0.015543009154498577,0.1307276338338852,0.13179773092269897,-0.0010700970888137817
5,941,1,Early,True,-0.005280792713165283,0.1307276338338852,0.13179773092269897,-0.0010700970888137817
5,941,2,Early,False,0.0,0.1307276338338852,0.13179773092269897,-0.0010700970888137817
5,941,3,Early,False,0.0,0.1307276338338852,0.13179773092269897,-0.0010700970888137817
5,941,4,Early,False,0.0,0.1307276338338852,0.13179773092269897,-0.0010700970888137817
5,859,0,Early,False,0.0,0.13891282677650452,0.13891282677650452,0.0
5,859,1,Early,False,0.0,0.13891282677650452,0.13891282677650452,0.0
5,859,2,Early,False,0.0,0.13891282677650452,0.13891282677650452,0.0
5,859,3,Early,False,0.0,0.13891282677650452,0.13891282677650452,0.0
5,859,4,Early,False,0.0,0.13891282677650452,0.13891282677650452,0.0
10,854,0,Early,True,-0.00376320444047451,0.13241039216518402,0.1312377005815506,0.0011726915836334229
10,854,1,Early,True,-0.03907882049679756,0.13241039216518402,0.1312377005815506,0.0011726915836334229
10,854,2,Early,False,0.0,0.13241039216518402,0.1312377005815506,0.0011726915836334229
